sample_id,add_error,obj_id,instance_id,scene_id,is_valid
80,0.058535979890802656,8,8_60_8_70_8,0,True
81,0.007076952662426336,16,16_28_16_62_16,0,True
82,0.00868609569499735,5,5_47_5_65_5,0,True
83,0.01781175272525854,7,7_14_7_29_7,0,True
84,0.024228161431598266,14,14_32_14_61_14,0,True
85,0.009650870562702146,21,21_26_21_69_21,0,True
86,0.003405126720876208,13,13_0_13_19_13,0,True
87,0.005549087141175532,9,9_15_9_33_9,0,True
88,0.012018644419401064,21,21_6_21_45_21,0,True
89,0.0169539245012308,11,11_51_11_76_11,0,True
90,0.025370783211514904,15,15_41_15_65_15,0,True
91,0.022134948794225905,18,18_32_18_79_18,0,True
92,0.00567758317840063,2,2_31_2_71_2,0,True
93,0.003527080757339826,14,14_47_14_74_14,0,True
94,0.005901192565696533,12,12_13_12_55_12,0,True
95,0.004290163452409843,2,2_22_2_52_2,0,True
96,0.046599480062290234,18,18_45_18_56_18,0,True
97,0.04120494592542234,11,11_30_11_77_11,0,True
98,0.035725803826884395,10,10_32_10_57_10,0,True
99,0.0026077400880074025,13,13_21_13_52_13,0,True
100,0.007641506734812829,2,2_5_2_51_2,0,True
101,0.7078444645104142,7,7_17_7_75_7,0,True
102,0.0326835152824562,15,15_17_15_36_15,0,True
103,0.01966744244380094,7,7_5_7_21_7,0,True
104,0.013235272043651247,1,1_17_1_60_1,0,True
105,0.015282438644372585,1,1_51_1_72_1,0,True
106,0.01670306469906477,10,10_15_10_38_10,0,True
107,0.06555903579721528,17,17_8_17_51_17,0,True
108,0.006837942159698417,12,12_28_12_56_12,0,True
109,0.02711523980778054,14,14_24_14_78_14,0,True
110,0.021274167336147308,9,9_0_9_21_9,0,True
111,0.05505602757601629,8,8_26_8_57_8,0,True
112,0.021924990148758445,7,7_0_7_28_7,0,True
113,0.0028521868510454564,13,13_2_13_13_13,0,True
114,0.016740477036048643,13,13_30_13_56_13,0,True
115,0.009107056987646476,3,3_3_3_20_3,0,True
116,0.016856666208606007,15,15_57_15_74_15,0,True
117,0.003237803312511495,13,13_34_13_79_13,0,True
118,0.04815351884867516,7,7_38_7_56_7,0,True
119,0.004773907387965315,21,21_53_21_75_21,0,True
120,0.02474353742179542,6,6_20_6_63_6,0,True
121,0.02191397339552271,14,14_19_14_61_14,0,True
122,0.05799230870829575,17,17_53_17_71_17,0,True
123,0.005999132021211735,3,3_21_3_51_3,0,True
124,0.03418805943024952,14,14_6_14_60_14,0,True
125,0.012979844745122066,3,3_42_3_65_3,0,True
126,0.03278413479843507,18,18_23_18_84_18,0,True
127,0.03606630038826923,19,19_34_19_72_19,0,True
128,0.017883766421141954,6,6_12_6_79_6,0,True
129,0.029215069068224235,19,19_34_19_70_19,0,True
130,0.031138033792521256,8,8_9_8_61_8,0,True
131,0.030782319640134653,1,1_19_1_67_1,0,True
132,0.007109153676612632,7,7_12_7_26_7,0,True
133,0.026311802986387283,15,15_1_15_76_15,0,True
134,0.02082697199272587,17,17_46_17_61_17,0,True
135,0.10539862599953781,8,8_29_8_74_8,0,True
136,0.08559258129296098,4,4_31_4_63_4,0,True
137,0.010285617019321364,12,12_7_12_37_12,0,True
138,0.017277047119139095,14,14_18_14_77_14,0,True
139,0.014800950830549829,21,21_9_21_63_21,0,True
140,0.008715490558064,5,5_19_5_33_5,0,True
141,0.019114071960940077,6,6_33_6_75_6,0,True
142,0.006985944279763796,13,13_43_13_75_13,0,True
143,0.01781044558939915,15,15_8_15_37_15,0,True
144,0.07026696048757651,11,11_33_11_78_11,0,True
145,0.03446874125079036,18,18_21_18_84_18,0,True
146,0.004937619745504561,17,17_0_17_25_17,0,True
147,0.01145433963822367,20,20_47_20_66_20,0,True
148,0.08063808299724251,16,16_23_16_42_16,0,True
149,0.028246884105430244,14,14_18_14_52_14,0,True
150,0.028830659179963632,10,10_56_10_72_10,0,True
151,0.013375675823020294,4,4_30_4_43_4,0,True
152,0.005046879443534426,13,13_16_13_54_13,0,True
153,0.026120228991169288,3,3_44_3_55_3,0,True
154,0.04082810765674486,3,3_21_3_66_3,0,True
155,0.015572876895460372,12,12_41_12_52_12,0,True
156,0.01784875355757974,2,2_49_2_70_2,0,True
157,0.012271370917214343,21,21_46_21_78_21,0,True
158,0.02431623398822852,6,6_2_6_54_6,0,True
159,0.05735070596751927,8,8_45_8_60_8,0,True
160,0.026907529698447518,11,11_25_11_67_11,0,True
161,0.06616303775879932,11,11_43_11_64_11,0,True
162,0.006589696392055824,1,1_17_1_57_1,0,True
163,0.016368827223116212,15,15_9_15_46_15,0,True
164,0.02149503491413034,18,18_41_18_80_18,0,True
165,0.01771500064434439,21,21_7_21_33_21,0,True
166,0.05408998365662899,21,21_1_21_52_21,0,True
167,0.012421729284179617,12,12_3_12_61_12,0,True
168,0.02038018556213543,18,18_20_18_57_18,0,True
169,0.023514108815279895,17,17_6_17_53_17,0,True
170,0.020713257141147332,5,5_44_5_62_5,0,True
171,0.029819257016524315,19,19_14_19_60_19,0,True
172,0.005410449170084745,12,12_32_12_64_12,0,True
173,0.1236496889574856,11,11_21_11_65_11,0,True
174,0.025968541433040376,3,3_37_3_61_3,0,True
175,0.010354927372201677,5,5_7_5_78_5,0,True
176,0.030656170160222367,1,1_25_1_62_1,0,True
177,0.028790042410656205,14,14_54_14_78_14,0,True
178,0.003860534295514744,10,10_8_10_19_10,0,True
179,0.01365301744081903,20,20_48_20_66_20,0,True
180,0.012848251476966627,3,3_20_3_34_3,0,True
181,0.018363151556770492,11,11_4_11_28_11,0,True
182,0.033162063120372134,8,8_25_8_64_8,0,True
183,0.022632524001298997,19,19_56_19_74_19,0,True
184,0.008339638046477277,20,20_51_20_68_20,0,True
185,0.014909031832381622,6,6_22_6_37_6,0,True
186,0.006883976462850579,8,8_47_8_78_8,0,True
187,0.02950183577143846,15,15_34_15_65_15,0,True
188,0.008308699184635827,20,20_33_20_52_20,0,True
189,0.02958292359890685,8,8_24_8_79_8,0,True
190,0.019683652529261644,6,6_48_6_62_6,0,True
191,0.13249743316426174,11,11_23_11_45_11,0,True
192,0.01158565132566588,20,20_49_20_62_20,0,True
193,0.024227137093502327,19,19_17_19_55_19,0,True
194,0.005960681921800784,13,13_33_13_58_13,0,True
195,0.012211939461922665,18,18_40_18_83_18,0,True
196,0.02688632081742764,10,10_51_10_61_10,0,True
197,0.9333169421495825,2,2_0_2_39_2,0,True
198,0.012066661602458431,11,11_51_11_67_11,0,True
199,0.026790610058368292,19,19_41_19_62_19,0,True
200,0.039107165815191705,3,3_42_3_58_3,0,True
201,0.011813633170907676,20,20_47_20_76_20,0,True
202,0.016222643967597837,1,1_5_1_16_1,0,True
203,0.012544400592388334,20,20_24_20_77_20,0,True
204,0.017173179735277214,7,7_11_7_54_7,0,True
205,0.014303539187666366,2,2_17_2_28_2,0,True
206,0.0048273629153007,13,13_0_13_10_13,0,True
207,0.05029875927191682,18,18_6_18_25_18,0,True
208,0.01341686180192968,9,9_50_9_79_9,0,True
209,0.01597725387437803,19,19_23_19_46_19,0,True
210,0.023034255806829516,18,18_56_18_76_18,0,True
211,0.0395157554421869,1,1_36_1_47_1,0,True
212,0.03131135191758089,19,19_38_19_73_19,0,True
213,0.539811489972656,21,21_10_21_57_21,0,True
214,0.012901415356118598,17,17_3_17_42_17,0,True
215,0.01226494146876943,6,6_13_6_37_6,0,True
216,0.06910481107070299,11,11_1_11_42_11,0,True
217,0.003973777074268419,13,13_23_13_52_13,0,True
218,0.028150062857567413,6,6_34_6_47_6,0,True
219,0.008014635126378993,11,11_56_11_71_11,0,True
220,0.02510819150474217,11,11_25_11_53_11,0,True
221,0.01701569374355339,9,9_27_9_47_9,0,True
222,0.009809001972795777,8,8_47_8_74_8,0,True
223,0.007426983725305197,18,18_43_18_62_18,0,True
224,0.028160608938635395,14,14_5_14_22_14,0,True
225,0.6558958221601425,21,21_14_21_66_21,0,True
226,0.010863005293724703,2,2_19_2_49_2,0,True
227,0.613546215214846,21,21_10_21_59_21,0,True
228,0.008133813226830688,5,5_23_5_34_5,0,True
229,0.005955508670514737,13,13_8_13_18_13,0,True
230,0.010643455480892954,16,16_1_16_25_16,0,True
231,0.001838822153589536,13,13_50_13_60_13,0,True
232,0.008612377237435513,7,7_35_7_63_7,0,True
233,0.007963320356523397,7,7_48_7_71_7,0,True
234,0.04683319804390218,15,15_8_15_27_15,0,True
235,0.024452665559274597,15,15_25_15_53_15,0,True
236,0.018664051267542964,16,16_28_16_78_16,0,True
237,0.011335473461456719,21,21_29_21_69_21,0,True
238,0.010498914702456156,13,13_12_13_54_13,0,True
239,0.0231054707247503,6,6_28_6_57_6,0,True
240,0.004053587914081701,3,3_12_3_34_3,0,True
241,0.0018494158771545646,18,18_51_18_74_18,0,True
242,0.03268251158214636,19,19_9_19_39_19,0,True
243,0.05915086692855297,8,8_46_8_57_8,0,True
244,0.016390222349443234,15,15_48_15_60_15,0,True
245,0.024810353163039457,14,14_54_14_70_14,0,True
246,0.036077289330700237,9,9_17_9_35_9,0,True
247,0.021387949381420687,7,7_4_7_41_7,0,True
248,0.1068454350174595,11,11_23_11_70_11,0,True
249,0.02025332288579356,12,12_30_12_76_12,0,True
250,0.012526955984149537,9,9_12_9_57_9,0,True
251,0.012854724410361357,1,1_29_1_65_1,0,True
252,0.08584139203047925,11,11_31_11_66_11,0,True
253,0.011175000269558467,1,1_0_1_78_1,0,True
254,0.014798033471740123,20,20_15_20_54_20,0,True
255,0.0032834595552853484,13,13_19_13_62_13,0,True
256,0.01709925966420465,14,14_52_14_70_14,0,True
257,0.017668670560394197,18,18_64_18_76_18,0,True
258,0.014789473639328183,6,6_46_6_63_6,0,True
259,0.011685791367737584,1,1_15_1_75_1,0,True
260,0.004662673226282642,10,10_16_10_55_10,0,True
261,0.02332486175924177,14,14_6_14_72_14,0,True
262,0.013281930982027824,21,21_66_21_77_21,0,True
263,0.2568326435629975,11,11_24_11_40_11,0,True
264,0.022098063802453036,17,17_23_17_43_17,0,True
265,0.01814710637179375,14,14_34_14_79_14,0,True
266,0.020997121267848265,18,18_23_18_60_18,0,True
267,0.03594588944817794,14,14_31_14_60_14,0,True
268,0.007337813300274379,12,12_25_12_61_12,0,True
269,0.030583945567645168,16,16_30_16_42_16,0,True
270,0.03598191881884589,11,11_1_11_19_11,0,True
271,0.012553886155198675,4,4_2_4_51_4,0,True
272,0.009375698032848084,21,21_6_21_35_21,0,True
273,0.02206998020120054,10,10_52_10_76_10,0,True
274,0.010488466813016248,11,11_55_11_78_11,0,True
275,0.007150899218904288,18,18_22_18_74_18,0,True
276,0.02093505214359341,10,10_13_10_51_10,0,True
277,0.05821607324216702,8,8_0_8_47_8,0,True
278,0.0087828968842065,20,20_46_20_64_20,0,True
